release_tag,release_date,refactoring_type,description,left_files,right_files
androidx-test-1.1.0-beta01,2018-12-07-00,Rename Method,Rename Method private runSynchronouslyOnUiThread(interaction Callable<Void>) : ListenableFuture<Void> renamed to private postAsynchronouslyOnUiThread(interaction Callable<Void>) : ListenableFuture<Void> in class androidx.test.espresso.ViewInteraction,espresso/core/java/androidx/test/espresso/ViewInteraction.java#L300-L304,espresso/core/java/androidx/test/espresso/ViewInteraction.java#L304-L308
androidx-test-1.1.0-beta01,2018-12-07-00,Add Parameter,"Add Parameter controlledLooper : ControlledLooper in method package ViewInteraction(uiController UiController, viewFinder ViewFinder, mainThreadExecutor Executor, failureHandler FailureHandler, viewMatcher Matcher<View>, rootMatcherRef AtomicReference<Matcher<Root>>, needsActivity AtomicReference<Boolean>, remoteInteraction RemoteInteraction, remoteExecutor ListeningExecutorService, controlledLooper ControlledLooper) from class androidx.test.espresso.ViewInteraction",espresso/core/java/androidx/test/espresso/ViewInteraction.java#L79-L99,espresso/core/java/androidx/test/espresso/ViewInteraction.java#L92;espresso/core/java/androidx/test/espresso/ViewInteraction.java#L81-L103
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type activityTestRule : ActivityTestRule<NavigationViewActivity> to activityTestRule : ActivityScenarioRule<NavigationViewActivity> in class androidx.test.espresso.contrib.NavigationViewActionsIntegrationTest,espresso/contrib/javatests/androidx/test/espresso/contrib/NavigationViewActionsIntegrationTest.java#L46-L47,espresso/contrib/javatests/androidx/test/espresso/contrib/NavigationViewActionsIntegrationTest.java#L46-L47
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type activityTestRule : ActivityTestRule<ViewPagerActivity> to activityTestRule : ActivityScenarioRule<ViewPagerActivity> in class androidx.test.espresso.contrib.ViewPagerActionsIntegrationTest,espresso/contrib/javatests/androidx/test/espresso/contrib/ViewPagerActionsIntegrationTest.java#L46-L47,espresso/contrib/javatests/androidx/test/espresso/contrib/ViewPagerActionsIntegrationTest.java#L46-L47
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SyncActivity> to rule : ActivityScenarioRule<SyncActivity> in class androidx.test.espresso.AppNotIdleExceptionTest,espresso/core/javatests/androidx/test/espresso/AppNotIdleExceptionTest.java#L45,espresso/core/javatests/androidx/test/espresso/AppNotIdleExceptionTest.java#L46
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SendActivity> to rule : ActivityScenarioRule<SendActivity> in class androidx.test.espresso.EspressoEdgeCaseTest,espresso/core/javatests/androidx/test/espresso/EspressoEdgeCaseTest.java#L53,espresso/core/javatests/androidx/test/espresso/EspressoEdgeCaseTest.java#L54
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<MainActivity> to rule : ActivityScenarioRule<MainActivity> in class androidx.test.espresso.EspressoTest,espresso/core/javatests/androidx/test/espresso/EspressoTest.java#L68,espresso/core/javatests/androidx/test/espresso/EspressoTest.java#L69
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<LongListActivity> to rule : ActivityScenarioRule<LongListActivity> in class androidx.test.espresso.action.AdapterDataIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/AdapterDataIntegrationTest.java#L47,espresso/core/javatests/androidx/test/espresso/action/AdapterDataIntegrationTest.java#L47-L48
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<LargeViewActivity> to rule : ActivityScenarioRule<LargeViewActivity> in class androidx.test.espresso.action.ClickActionIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/ClickActionIntegrationTest.java#L45,espresso/core/javatests/androidx/test/espresso/action/ClickActionIntegrationTest.java#L45-L46
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type activityRule : ActivityTestRule<ScaledViewActivity> to activityRule : ActivityScenarioRule<ScaledViewActivity> in class androidx.test.espresso.action.ClickOnScaledViewIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/ClickOnScaledViewIntegrationTest.java#L38-L39,espresso/core/javatests/androidx/test/espresso/action/ClickOnScaledViewIntegrationTest.java#L38-L39
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SendActivity> to rule : ActivityScenarioRule<SendActivity> in class androidx.test.espresso.action.EditorActionIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/EditorActionIntegrationTest.java#L50,espresso/core/javatests/androidx/test/espresso/action/EditorActionIntegrationTest.java#L51
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SendActivity> to rule : ActivityScenarioRule<SendActivity> in class androidx.test.espresso.action.OpenLinkActionTest,espresso/core/javatests/androidx/test/espresso/action/OpenLinkActionTest.java#L56,espresso/core/javatests/androidx/test/espresso/action/OpenLinkActionTest.java#L57
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<PaddingActivity> to rule : ActivityScenarioRule<PaddingActivity> in class androidx.test.espresso.action.PaddingActivityTest,espresso/core/javatests/androidx/test/espresso/action/PaddingActivityTest.java#L39,espresso/core/javatests/androidx/test/espresso/action/PaddingActivityTest.java#L39-L40
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type activityTestRule : ActivityTestRule<SwipeActivity> to activityTestRule : ActivityScenarioRule<SwipeActivity> in class androidx.test.espresso.action.RepeatActionUntilViewStateIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/RepeatActionUntilViewStateIntegrationTest.java#L48-L49,espresso/core/javatests/androidx/test/espresso/action/RepeatActionUntilViewStateIntegrationTest.java#L48-L49
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SendActivity> to rule : ActivityScenarioRule<SendActivity> in class androidx.test.espresso.action.ReplaceTextActionIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/ReplaceTextActionIntegrationTest.java#L42,espresso/core/javatests/androidx/test/espresso/action/ReplaceTextActionIntegrationTest.java#L43
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<ScrollActivity> to rule : ActivityScenarioRule<ScrollActivity> in class androidx.test.espresso.action.ScrollToActionIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/ScrollToActionIntegrationTest.java#L41,espresso/core/javatests/androidx/test/espresso/action/ScrollToActionIntegrationTest.java#L42-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule to rule : ActivityScenarioRule in class androidx.test.espresso.action.ScrollToActionWithListViewTest,espresso/core/javatests/androidx/test/espresso/action/ScrollToActionWithListViewTest.java#L43,espresso/core/javatests/androidx/test/espresso/action/ScrollToActionWithListViewTest.java#L43
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SendActivity> to rule : ActivityScenarioRule<SendActivity> in class androidx.test.espresso.action.TypeTextActionIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/TypeTextActionIntegrationTest.java#L52,espresso/core/javatests/androidx/test/espresso/action/TypeTextActionIntegrationTest.java#L53
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<SendActivity> to rule : ActivityScenarioRule<SendActivity> in class androidx.test.espresso.action.WindowOrderingIntegrationTest,espresso/core/javatests/androidx/test/espresso/action/WindowOrderingIntegrationTest.java#L42,espresso/core/javatests/androidx/test/espresso/action/WindowOrderingIntegrationTest.java#L43
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<LayoutIssuesActivity> to rule : ActivityScenarioRule<LayoutIssuesActivity> in class androidx.test.espresso.assertion.LayoutAssertionsTest,espresso/core/javatests/androidx/test/espresso/assertion/LayoutAssertionsTest.java#L44-L45,espresso/core/javatests/androidx/test/espresso/assertion/LayoutAssertionsTest.java#L44-L45
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Parameter,"Remove Parameter activity : Activity in method package getCoordinatesToDrag(activity Activity, instrumentation Instrumentation) : float[][] from class androidx.test.espresso.base.CoordinatesUtil",espresso/core/javatests/androidx/test/espresso/base/CoordinatesUtil.java#L43;espresso/core/javatests/androidx/test/espresso/base/CoordinatesUtil.java#L43-L58,espresso/core/javatests/androidx/test/espresso/base/CoordinatesUtil.java#L61-L76
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Parameter,"Remove Parameter instrumentation : Instrumentation in method package getCoordinatesToDrag(activity Activity, instrumentation Instrumentation) : float[][] from class androidx.test.espresso.base.CoordinatesUtil",espresso/core/javatests/androidx/test/espresso/base/CoordinatesUtil.java#L43;espresso/core/javatests/androidx/test/espresso/base/CoordinatesUtil.java#L43-L58,espresso/core/javatests/androidx/test/espresso/base/CoordinatesUtil.java#L61-L76
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<MainActivity> to rule : ActivityScenarioRule<MainActivity> in class androidx.test.espresso.base.DefaultFailureHandlerTest,espresso/core/javatests/androidx/test/espresso/base/DefaultFailureHandlerTest.java#L52,espresso/core/javatests/androidx/test/espresso/base/DefaultFailureHandlerTest.java#L53
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Anonymous With Lambda,Replace Anonymous With Lambda androidx.test.espresso.base.EventInjectorTest.injectKeyEventUpWithNoDown.runOnMainSync.new Runnable with sendActivity -> {View view=sendActivity.findViewById(R.id.send_data_edit_text); in method public injectKeyEventUpWithNoDown() : void from class androidx.test.espresso.base.EventInjectorTest,espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L87-L94;espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L81-L100,espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L82-L86;espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L77-L92
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Anonymous With Lambda,Replace Anonymous With Lambda androidx.test.espresso.base.EventInjectorTest.injectStaleKeyEvent.runOnMainSync.new Runnable with sendActivity -> {View view=sendActivity.findViewById(R.id.send_data_edit_text); in method public injectStaleKeyEvent() : void from class androidx.test.espresso.base.EventInjectorTest,espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L108-L115;espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L102-L130,espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L99-L103;espresso/core/javatests/androidx/test/espresso/base/EventInjectorTest.java#L94-L118
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Anonymous With Lambda,Replace Anonymous With Lambda androidx.test.espresso.base.UiControllerImplIntegrationTest.injectKeyEvent.runOnMainSync.new Runnable with activity -> {tryKeyCharacterMap keyCharacterMap=UiControllerImpl.getKeyCharacterMap(); in method public injectKeyEvent() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L115-L127;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L108-L132,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L109-L118;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L105-L123
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Anonymous With Lambda,Replace Anonymous With Lambda androidx.test.espresso.base.UiControllerImplIntegrationTest.testInjectString.runOnMainSync.new Runnable with activity -> {final View view=activity.findViewById(R.id.send_data_to_call_edit_text); in method public testInjectString() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L142-L151;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L134-L174,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L131-L137;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L125-L159
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Anonymous With Lambda,Replace Anonymous With Lambda androidx.test.espresso.base.UiControllerImplIntegrationTest.injectLargeString.runOnMainSync.new Runnable with activity -> {final View view=activity.findViewById(R.id.send_data_to_call_edit_text); in method public injectLargeString() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L184-L194;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L176-L217,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L167-L174;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L161-L197
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Anonymous With Lambda,Replace Anonymous With Lambda androidx.test.espresso.base.UiControllerImplIntegrationTest.testInjectEmptyString.runOnMainSync.new Runnable with activity -> {final View view=activity.findViewById(R.id.send_data_to_call_edit_text); in method public testInjectEmptyString() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L227-L234;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L219-L256,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L204-L208;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L199-L230
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Attribute With Variable,Replace Attribute With Variable sendActivity : Activity to activity : null in method public testInjectString() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L71;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L145,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L131;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L132
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Attribute With Variable,Replace Attribute With Variable sendActivity : Activity to activity : null in method public injectLargeString() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L71;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L187,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L167;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L168
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Attribute With Variable,Replace Attribute With Variable sendActivity : Activity to activity : null in method public testInjectEmptyString() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L71;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L230,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L204;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L205
androidx-test-1.1.0-beta01,2018-12-07-00,Replace Attribute With Variable,Replace Attribute With Variable sendActivity : Activity to activityScenario : ActivityScenario<SendActivity> in method public injectMotionEvent() : void from class androidx.test.espresso.base.UiControllerImplIntegrationTest,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L71;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L282-L283,espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L255;espresso/core/javatests/androidx/test/espresso/base/UiControllerImplIntegrationTest.java#L256
androidx-test-1.1.0-beta01,2018-12-07-00,Change Attribute Type,Change Attribute Type rule : ActivityTestRule<LayoutIssuesActivity> to rule : ActivityScenarioRule<LayoutIssuesActivity> in class androidx.test.espresso.matcher.LayoutMatchersTest,espresso/core/javatests/androidx/test/espresso/matcher/LayoutMatchersTest.java#L43-L44,espresso/core/javatests/androidx/test/espresso/matcher/LayoutMatchersTest.java#L43-L44
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L37-L157,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L44;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L43-L160
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L48-L71,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L48;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L48-L70
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L48;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L48-L71,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L48-L70
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testRunAccessibilityChecks_usingPressMenuKey() : void from class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L73-L89,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L76;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L72-L89
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testRunAccessibilityChecks_usingCustomAction() : void from class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L91-L125,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L95;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L91-L126
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testRunAccessibilityChecks_usingCustomConfiguration() : void from class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L127-L145,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L132;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L128-L147
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testEnableAccessibilityChecksTwice_throwsIllegalStateException() : void from class androidx.test.ui.app.AccessibilityChecksTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L147-L156,testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L149;testapps/ui_testapp/javatests/androidx/test/ui/app/AccessibilityChecksTest.java#L149-L159
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.ActionBarSearchActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L27-L58,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L32;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L31-L54
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.ActionBarSearchActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L40-L45,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L36;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L36-L40
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.ActionBarSearchActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L40;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L40-L45,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L36-L40
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testAppCompatSearchViewFromActionBar() : void from class androidx.test.ui.app.ActionBarSearchActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L47-L57,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L42;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarSearchActivityTest.java#L42-L53
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L30-L105,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L40;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L35-L107
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L44-L49,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L44;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L44-L48
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L44;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L44-L49,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L44-L48
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickActionBarItem() : void from class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L51-L61,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L50;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L50-L61
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickActionModeItem() : void from class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L63-L73,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L63;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L63-L74
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testActionBarOverflow() : void from class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L76-L89,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L76;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L76-L90
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testActionModeOverflow() : void from class androidx.test.ui.app.ActionBarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L91-L104,testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L92;testapps/ui_testapp/javatests/androidx/test/ui/app/ActionBarTest.java#L92-L106
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L40-L141,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L48;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L44-L143
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L54-L58,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L52;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L52-L55
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L54;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L54-L58,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L52-L55
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickOnItem50() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L60-L71,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L57;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L57-L69
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickOnSpecificChildOfRow60() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L73-L83,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L71;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L71-L82
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickOnFirstAndFifthItemOfLength8() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L85-L99,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L84;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L84-L99
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickFooter() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L101-L108,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L101;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L101-L109
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testDataItemNotInAdapter() : void from class androidx.test.ui.app.AdapterViewTest,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L110-L114,testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L111;testapps/ui_testapp/javatests/androidx/test/ui/app/AdapterViewTest.java#L111-L116
