release_tag,release_date,refactoring_type,description,left_files,right_files
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.LongListMatchersTest,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L38-L51,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L39;testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L39-L42
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.LongListMatchersTest,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L38;testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L38-L51,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L39-L42
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testWithContent() : void from class androidx.test.ui.app.LongListMatchersTest,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L53-L57,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L44;testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L44-L52
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testWithItemSize() : void from class androidx.test.ui.app.LongListMatchersTest,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L59-L64,testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L54;testapps/ui_testapp/javatests/androidx/test/ui/app/LongListMatchersTest.java#L54-L63
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.MainActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L43-L116,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L48;testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L47-L110
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.MainActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L58-L63,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L52;testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L52-L56
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.MainActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L58;testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L58-L63,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L52-L56
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testOpenAllActivities() : void from class androidx.test.ui.app.MainActivityTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L99-L115,testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L92;testapps/ui_testapp/javatests/androidx/test/ui/app/MainActivityTest.java#L92-L109
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.MenuTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L34-L76,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L39;testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L38-L76
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.MenuTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L45-L49,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L43;testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L43-L46
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.MenuTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L45;testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L45-L49,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L43-L46
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testPopupMenu() : void from class androidx.test.ui.app.MenuTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L52-L59,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L49;testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L49-L57
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testContextMenu() : void from class androidx.test.ui.app.MenuTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L61-L67,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L59;testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L59-L66
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testOptionMenu() : void from class androidx.test.ui.app.MenuTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L69-L75,testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L68;testapps/ui_testapp/javatests/androidx/test/ui/app/MenuTest.java#L68-L75
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.MultipleWindowTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L38-L118,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L51;testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L42-L117
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.MultipleWindowTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L56-L61,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L55;testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L55-L59
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.MultipleWindowTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L56;testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L56-L61,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L55-L59
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testInteractionsWithAutoCompletePopup() : void from class androidx.test.ui.app.MultipleWindowTest,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L65-L116,testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L63;testapps/ui_testapp/javatests/androidx/test/ui/app/MultipleWindowTest.java#L63-L115
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.PickerActionsTest,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L35-L88,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L40;testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L39-L85
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testSetDateInDatePicker() : void from class androidx.test.ui.app.PickerActionsTest,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L54-L70,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L49;testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L49-L66
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testSetTimeInTimePicker() : void from class androidx.test.ui.app.PickerActionsTest,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L72-L86,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L68;testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L68-L83
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.PickerActionsTest,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L48-L52,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L44;testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L44-L47
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method protected setUp() : void from class androidx.test.ui.app.PickerActionsTest,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L48;testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L48-L52,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L44-L47
androidx-test-1.1.0-beta01,2018-12-07-00,Change Method Access Modifier,Change Method Access Modifier protected to public in method public setUp() : void from class androidx.test.ui.app.PickerActionsTest,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L48-L52,testapps/ui_testapp/javatests/androidx/test/ui/app/PickerActionsTest.java#L44-L47
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.ScrollToTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L28-L54,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L33;testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L32-L51
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.ScrollToTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L40-L45,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L37;testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L37-L41
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.ScrollToTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L40;testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L40-L45,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L37-L41
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testScrollToInScrollView() : void from class androidx.test.ui.app.ScrollToTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L50-L53,testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L46;testapps/ui_testapp/javatests/androidx/test/ui/app/ScrollToTest.java#L46-L50
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.SwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L31-L70,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L36;testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L35-L68
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testSwipingThroughViews() : void from class androidx.test.ui.app.SwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L49-L58,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L45;testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L45-L55
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testSwipingBackAndForward() : void from class androidx.test.ui.app.SwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L60-L69,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L57;testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L57-L67
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.SwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L43-L47,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L40;testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L40-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method protected setUp() : void from class androidx.test.ui.app.SwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L43;testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L43-L47,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L40-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Change Method Access Modifier,Change Method Access Modifier protected to public in method public setUp() : void from class androidx.test.ui.app.SwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L43-L47,testapps/ui_testapp/javatests/androidx/test/ui/app/SwipeTest.java#L40-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L30-L61,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L36;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L36-L65
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L36-L40,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L39;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L39-L46
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L36;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L36-L40,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L39-L46
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testTaskStack() : void from class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L43-L50,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L48;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L48-L55
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @SdkSuppress(minSdkVersion = 11) in method public testTaskStack() : void from class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L43;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L43-L50,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L48-L55
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testBackUnconditionallyExitsAppAndDoesNotThrow() : void from class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L54-L60,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L58;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L58-L64
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @SdkSuppress(minSdkVersion = 11) in method public testBackUnconditionallyExitsAppAndDoesNotThrow() : void from class androidx.test.ui.app.TaskStackTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L54;testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L54-L60,testapps/ui_testapp/javatests/androidx/test/ui/app/TaskStackTest.java#L58-L64
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L37-L106,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L42;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L41-L106
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L49-L54,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L46;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L46-L50
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L49;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L49-L54,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L46-L50
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickActionbarItem() : void from class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L56-L63,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L52;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L52-L60
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testActionbarOverflow() : void from class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L65-L77,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L62;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L62-L75
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testClickToolbarItem() : void from class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L79-L86,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L77;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L77-L85
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testToolbarOverflow() : void from class androidx.test.ui.app.ToolbarTest,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L88-L100,testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L87;testapps/ui_testapp/javatests/androidx/test/ui/app/ToolbarTest.java#L87-L100
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.TransitionActivityMainTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L34-L73,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L39;testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L39-L82
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.TransitionActivityMainTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L43-L48,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L45;testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L45-L49
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method public setUp() : void from class androidx.test.ui.app.TransitionActivityMainTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L43;testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L43-L48,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L45-L49
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testTransition() : void from class androidx.test.ui.app.TransitionActivityMainTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L52-L60,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L53;testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L53-L62
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testInterruptedBackDoesntExit() : void from class androidx.test.ui.app.TransitionActivityMainTest,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L62-L72,testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L64;testapps/ui_testapp/javatests/androidx/test/ui/app/TransitionActivityMainTest.java#L64-L81
androidx-test-1.1.0-beta01,2018-12-07-00,Add Class Annotation,Add Class Annotation @RunWith(AndroidJUnit4.class) in class androidx.test.ui.app.VerticalSwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L31-L70,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L36;testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L35-L68
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testSwipingThroughViews() : void from class androidx.test.ui.app.VerticalSwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L49-L58,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L45;testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L45-L55
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Test in method public testSwipingBackAndForward() : void from class androidx.test.ui.app.VerticalSwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L60-L69,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L57;testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L57-L67
androidx-test-1.1.0-beta01,2018-12-07-00,Add Method Annotation,Add Method Annotation @Before in method public setUp() : void from class androidx.test.ui.app.VerticalSwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L43-L47,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L40;testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L40-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Remove Method Annotation,Remove Method Annotation @Override in method protected setUp() : void from class androidx.test.ui.app.VerticalSwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L43;testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L43-L47,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L40-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Change Method Access Modifier,Change Method Access Modifier protected to public in method public setUp() : void from class androidx.test.ui.app.VerticalSwipeTest,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L43-L47,testapps/ui_testapp/javatests/androidx/test/ui/app/VerticalSwipeTest.java#L40-L43
androidx-test-1.1.0-beta01,2018-12-07-00,Rename Class,Rename Class com.google.android.apps.common.testing.broker.DeviceBrokerAnnotations.TurboAdbPath renamed to com.google.android.apps.common.testing.broker.DeviceBrokerAnnotations.DeviceControllerPath,tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerAnnotations.java#L266-L267,tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerAnnotations.java#L266-L269
androidx-test-1.1.0-beta01,2018-12-07-00,Extract Method,Extract Method public clearPackageData(thePackage String) : void extracted from public clearPackageData(instrumentation Instrumentation) : void in class com.google.android.apps.common.testing.broker.AdbController,tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L533-L540;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L538;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L537,tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L541-L552;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L551;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L547-L550;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L533-L539;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L537;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L538
androidx-test-1.1.0-beta01,2018-12-07-00,Extract Method,Extract Method public clearPackageData(thePackage String) : void extracted from public clearPackageData(instrumentation Instrumentation) : void in class com.google.android.apps.common.testing.broker.AdbController,tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L533-L540;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L539,tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L541-L552;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L551;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L533-L539;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L537;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L538;tools/device_broker/java/com/google/android/apps/common/testing/broker/AdbController.java#L547-L550
androidx-test-1.1.0-beta01,2018-12-07-00,Rename Method,"Rename Method public provideTurboAdbPath(dataDir File, realAdbPath String) : String renamed to public provideDeviceControllerPath(useWaterfall boolean, dataDir File, realAdbPath String) : String in class com.google.android.apps.common.testing.broker.DeviceBrokerModule",tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L295-L306,tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L296-L314
androidx-test-1.1.0-beta01,2018-12-07-00,Rename Variable,"Rename Variable turboAdb : File to controller : File in method public provideDeviceControllerPath(useWaterfall boolean, dataDir File, realAdbPath String) : String from class com.google.android.apps.common.testing.broker.DeviceBrokerModule",tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L299;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L299;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L299;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L301;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L300-L304,tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L302;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L306;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L302;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L310;tools/device_broker/java/com/google/android/apps/common/testing/broker/DeviceBrokerModule.java#L309-L313
