file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\intents\java\androidx\test\espresso\intent\matcher\UriMatchers.java,androidx.test.espresso.intent.matcher.UriMatchers,class,7,14,7,7,20,1,0,20,105,0.0,0.0,0.0,15,14,12,2,0,1,13,0,0,0,0,0,0,0,0,0,0,0,18,163,15,1,3,0,1,1,4,12,1,10,2,7,2,0,91,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\monitor\java\androidx\test\internal\util\ParcelableIBinder.java,androidx.test.internal.util.ParcelableIBinder$Anonymous1,anonymous,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\matcher\HasBackgroundMatcher.java,androidx.test.espresso.matcher.HasBackgroundMatcher,class,9,12,3,9,12,3,0,17,4,0.6,0.0,0.0,5,2,2,1,1,1,4,0,0,0,2,1,0,2,0,0,2,0,3,48,7,0,4,1,3,2,7,7,3,5,2,0,0,0,48,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\CustomTestFilter.java,androidx.test.internal.runner.CustomTestFilter,class,2,4,2,2,2,2,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,18,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\base\AsyncTaskPoolMonitor.java,androidx.test.espresso.base.AsyncTaskPoolMonitor$IdleMonitor,innerclass,3,3,0,3,6,1,0,7,0,0.33333334,-1.0,-1.0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,3,0,1,62,1,1,0,0,0,0,2,7,0,7,2,2,0,0,38,2,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\javatests\androidx\test\espresso\remote\RemoteMessageDeserializerTest.java,androidx.test.espresso.remote.RemoteMessageDeserializerTest,class,21,22,1,21,8,1,0,35,0,0.3125,0.0,0.0,8,3,5,3,0,0,5,0,0,0,2,0,0,2,0,0,0,0,52,54,3,0,0,0,0,2,0,15,0,14,0,0,0,0,53,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\filter\AnnotationPredicates.java,com.google.android.apps.common.testing.suite.filter.AnnotationPredicates$Anonymous3,anonymous,2,2,0,2,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\filter\AnnotationPredicates.java,com.google.android.apps.common.testing.suite.filter.AnnotationPredicates$Anonymous2,anonymous,2,2,0,2,4,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,14,1,0,1,1,0,3,1,2,0,2,1,0,0,0,21,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\monitor\java\androidx\test\runner\lifecycle\ApplicationLifecycleMonitor.java,androidx.test.runner.lifecycle.ApplicationLifecycleMonitor,interface,1,4,3,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\filter\AnnotationPredicates.java,com.google.android.apps.common.testing.suite.filter.AnnotationPredicates$Anonymous1,anonymous,2,2,0,2,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,12,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\web\java\androidx\test\espresso\web\webdriver\DriverAtoms.java,androidx.test.espresso.web.webdriver.DriverAtoms$WebScrollIntoViewSimpleAtom,innerclass,2,2,0,2,2,2,0,0,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,24,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\filters\TestsRegExFilterTest.java,androidx.test.internal.runner.filters.TestsRegExFilterTest,class,6,6,0,6,7,1,0,6,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,50,0,0,0,0,0,15,0,16,0,16,0,0,1,0,21,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\TestRequestBuilderTest.java,androidx.test.internal.runner.TestRequestBuilderTest$JUnit3Suite,innerclass,3,3,0,3,1,1,0,1,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\testapps\ui_testapp\java\androidx\test\ui\app\PaddingActivity.java,androidx.test.ui.app.PaddingActivity,class,2,2,0,2,1,2,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\web\java\androidx\test\espresso\web\sugar\Web.java,androidx.test.espresso.web.sugar.Web$Timeout,innerclass,2,2,0,2,2,1,0,2,0,0.33333334,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,1,0,2,0,1,3,0,2,13,0,0,0,0,0,0,2,3,0,3,1,0,0,0,12,10,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\contrib\java\androidx\test\espresso\contrib\RecyclerViewActions.java,androidx.test.espresso.contrib.RecyclerViewActions$ActionOnItemAtPositionViewAction,innerclass,10,10,0,10,6,1,0,14,0,0.25,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,2,0,4,28,2,0,2,0,0,6,0,5,3,5,1,0,0,0,36,26,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\remote\RemoteInteraction.java,androidx.test.espresso.remote.RemoteInteraction,interface,6,12,6,6,3,1,0,0,3,1.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,1,1,0,0,0,1,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,90,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\TestRequestBuilderTest.java,androidx.test.internal.runner.TestRequestBuilderTest$DollarMethod,innerclass,1,1,0,1,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\testapps\ui_testapp\java\androidx\test\ui\app\LayoutIssuesActivity.java,androidx.test.ui.app.LayoutIssuesActivity,class,4,5,1,4,1,2,0,4,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,2,0,2,0,2,0,0,26,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\broker\AdbDevicesLineProcessor.java,com.google.android.apps.common.testing.broker.AdbDevicesLineProcessor,class,3,4,1,3,4,1,0,8,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,2,0,2,15,2,0,0,0,0,1,2,4,1,3,1,0,0,0,23,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\matcher\ViewMatchers.java,androidx.test.espresso.matcher.ViewMatchers$IsDisplayedMatcher,innerclass,6,6,0,6,3,3,0,4,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,24,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\monitor\java\androidx\test\platform\app\InstrumentationRegistry.java,androidx.test.platform.app.InstrumentationRegistry,class,2,20,18,2,6,1,0,2,2,0.5,0.0,0.0,4,3,3,1,0,0,3,0,0,0,2,2,0,2,0,0,2,0,0,24,2,0,2,0,0,4,0,4,2,4,1,0,0,0,87,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\javatests\androidx\test\espresso\remote\StubRootMatcher.java,androidx.test.espresso.remote.StubRootMatcher,class,3,5,2,3,2,3,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\ext\truth\java\androidx\test\ext\truth\os\ParcelableSubject.java,androidx.test.ext.truth.os.ParcelableSubject,class,6,8,2,6,4,2,0,7,6,0.0,0.0,0.0,4,2,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,15,2,0,0,0,0,1,0,1,0,1,0,0,0,0,19,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\contrib\java\androidx\test\espresso\contrib\AccessibilityChecks.java,androidx.test.espresso.contrib.AccessibilityChecks,class,5,6,1,5,3,1,0,3,1,0.6666667,0.0,0.0,3,2,2,1,0,0,2,0,0,0,4,4,0,4,0,0,3,0,2,40,2,0,0,0,0,3,0,5,0,4,0,2,0,0,68,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\services\speakeasy\java\androidx\test\services\speakeasy\SpeakEasyProtocol.java,androidx.test.services.speakeasy.SpeakEasyProtocol,class,11,23,12,11,26,1,0,21,9,0.6787879,0.0,0.0,11,5,2,9,0,0,3,0,0,0,15,9,11,4,0,0,15,0,6,297,14,0,4,4,0,8,10,44,2,18,2,0,5,0,194,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\testapps\ui_testapp\java\androidx\test\ui\app\ActionBarSearchActivity.java,androidx.test.ui.app.ActionBarSearchActivity,class,7,8,1,7,2,2,0,12,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0,0,4,0,4,0,0,0,0,32,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\java\androidx\test\internal\runner\TestRequestBuilder.java,androidx.test.internal.runner.TestRequestBuilder$ShardingFilter,innerclass,2,2,0,2,4,2,0,4,0,0.0,0.0,0.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0,2,0,2,17,3,0,1,0,1,1,0,2,1,2,1,0,0,0,13,10,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\java\androidx\test\internal\runner\AndroidRunnerBuilder.java,androidx.test.internal.runner.AndroidRunnerBuilder,class,13,17,4,13,18,3,0,7,33,0.8,0.0,0.0,10,0,2,1,5,2,9,0,0,0,6,0,0,6,0,0,6,0,1,69,8,2,2,1,0,11,0,9,4,9,2,0,0,0,99,0,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\contrib\java\androidx\test\espresso\contrib\DrawerMatchers.java,androidx.test.espresso.contrib.DrawerMatchers$Anonymous2,anonymous,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\contrib\java\androidx\test\espresso\contrib\DrawerMatchers.java,androidx.test.espresso.contrib.DrawerMatchers$Anonymous1,anonymous,2,2,0,2,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\AndroidLogOnlyBuilderNotScanningPathTest.java,androidx.test.internal.runner.AndroidLogOnlyBuilderNotScanningPathTest,class,4,4,0,4,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\filter\AnnotationPredicates.java,com.google.android.apps.common.testing.suite.filter.AnnotationPredicates$AnnotationPresent,innerclass,7,7,0,7,7,1,0,12,0,0.4166667,0.0,0.0,3,0,1,1,0,1,2,0,0,0,4,1,0,4,0,0,4,0,4,30,4,1,1,0,0,1,0,4,0,4,3,0,0,0,37,10,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\accessibility\java\androidx\test\espresso\accessibility\AccessibilityChecks.java,androidx.test.espresso.accessibility.AccessibilityChecks$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\accessibility\java\androidx\test\espresso\accessibility\AccessibilityChecks.java,androidx.test.espresso.accessibility.AccessibilityChecks$Anonymous2,anonymous,3,3,0,3,3,1,0,6,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,2,1,0,2,0,1,1,1,1,0,0,0,20,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\assertion\ViewAssertions.java,androidx.test.espresso.assertion.ViewAssertions$MatchesViewAssertion,innerclass,9,9,0,9,4,1,0,8,0,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,23,1,0,1,0,0,4,1,2,0,2,1,0,0,0,27,8,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\action\CloseKeyboardAction.java,androidx.test.espresso.action.CloseKeyboardAction,class,17,21,4,17,15,2,0,27,13,0.75,0.0,0.0,6,1,4,2,0,0,4,0,0,0,2,2,0,2,0,0,2,0,7,110,5,1,4,2,0,10,6,8,2,7,3,0,1,0,80,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\testapps\ui_testapp\java\androidx\test\ui\app\GestureActivity.java,androidx.test.ui.app.GestureActivity$GestureListener,innerclass,3,3,0,3,6,1,0,4,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,12,0,0,6,0,0,0,0,0,25,2,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\javatests\androidx\test\espresso\base\UiControllerImplTest.java,androidx.test.espresso.base.UiControllerImplTest,class,22,23,1,22,15,2,0,24,0,0.6545455,0.0,0.0,11,0,11,0,0,0,11,0,0,0,5,1,0,5,0,0,2,0,36,340,0,0,0,3,0,29,35,31,4,29,1,15,1,0,118,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\core\java\androidx\test\core\app\InstrumentationActivityInvoker.java,androidx.test.core.app.InstrumentationActivityInvoker$ActivityResultWaiter$Anonymous2,anonymous,3,3,0,3,2,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,4,0,2,1,0,0,0,29,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\ext\truth\java\androidx\test\ext\truth\internal\FlagUtil.java,androidx.test.ext.truth.internal.FlagUtil,class,0,2,2,0,5,1,0,2,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,1,1,1,0,1,1,3,3,1,3,2,0,0,0,22,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\InjectEventSecurityException.java,androidx.test.espresso.InjectEventSecurityException,class,3,11,8,3,4,2,0,2,6,0.0,0.0,0.0,4,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\rules\javatests\androidx\test\rule\ActivityTestRuleTest.java,androidx.test.rule.ActivityTestRuleTest$LazyLaunchWithRelaunchActivityLifecycleTest,innerclass,5,5,0,5,1,2,0,8,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\dex\DexClassData.java,com.google.android.apps.common.testing.suite.dex.DexClassData$MethodData$MethodBuilder,innerclass,7,7,0,7,11,1,0,10,55,0.0,0.0,0.0,11,0,8,0,0,3,11,8,0,0,0,0,0,0,0,0,0,0,3,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1032,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\AndroidLogOnlyBuilderTest.java,androidx.test.internal.runner.AndroidLogOnlyBuilderTest$JUnit3Test,innerclass,1,1,0,1,1,3,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\testapps\ui_testapp\java\androidx\test\ui\app\FragmentStack.java,androidx.test.ui.app.FragmentStack$CountingFragment,innerclass,7,7,0,7,4,2,0,7,1,0.33333334,0.0,0.0,3,1,2,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,19,2,0,1,0,0,3,1,4,1,4,0,0,0,0,46,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\broker\shell\Subprocess.java,com.google.android.apps.common.testing.broker.shell.Subprocess$Factory,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\matcher\ViewMatchers.java,androidx.test.espresso.matcher.ViewMatchers$WithSpinnerTextMatcher,innerclass,9,9,0,9,3,3,0,5,0,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,14,1,0,0,0,0,1,1,1,0,1,0,0,0,0,13,24,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\java\androidx\test\internal\runner\ClassPathScanner.java,androidx.test.internal.runner.ClassPathScanner$ExternalClassNameFilter,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\java\androidx\test\runner\permission\UiAutomationShellCommand.java,androidx.test.runner.permission.UiAutomationShellCommand,class,9,12,3,9,10,2,0,17,4,0.6,0.0,0.0,5,1,1,2,1,1,3,0,0,0,5,1,0,5,0,0,5,0,7,56,1,1,2,2,1,5,4,10,3,9,3,0,1,0,161,0,0
C:\Users\Emanuel\Desktop\android_test\android-test\services\speakeasy\java\androidx\test\services\speakeasy\SpeakEasyProtocol.java,androidx.test.services.speakeasy.SpeakEasyProtocol$Publish,innerclass,5,5,0,5,7,1,0,12,0,0.33333334,0.0,0.0,4,2,2,2,0,0,2,0,0,0,6,3,3,3,0,0,6,0,10,40,6,0,3,0,0,7,0,8,0,8,1,0,0,0,52,25,0
C:\Users\Emanuel\Desktop\android_test\android-test\testapps\ui_testapp\java\androidx\test\ui\app\FragmentStack.java,androidx.test.ui.app.FragmentStack,class,7,8,1,7,4,3,0,15,0,0.0,0.0,0.0,3,0,1,0,1,1,3,0,0,0,1,0,0,0,0,1,0,0,2,54,0,0,1,0,0,2,1,7,0,6,1,1,1,0,36,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\java\androidx\test\internal\runner\TestExecutor.java,androidx.test.internal.runner.TestExecutor$Builder,innerclass,4,4,0,4,3,1,0,1,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,16,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\orchestrator\listeners\OrchestrationListenerManagerTest.java,androidx.test.orchestrator.listeners.OrchestrationListenerManagerTest,class,17,18,1,17,24,1,0,39,121,0.6086956,0.0,0.0,23,10,13,10,0,0,13,0,0,0,4,0,1,0,0,3,0,0,42,129,10,0,0,1,0,4,4,16,0,19,1,0,0,0,50,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\broker\DeviceBroker.java,com.google.android.apps.common.testing.broker.DeviceBroker,interface,1,17,16,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\javatests\androidx\test\espresso\remote\TypeToAnyConverterTest.java,androidx.test.espresso.remote.TypeToAnyConverterTest,class,11,11,0,11,2,1,0,6,0,0.33333334,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,2,0,3,0,0,2,0,3,12,0,0,0,0,0,1,0,4,0,4,0,0,0,0,26,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\web\java\androidx\test\espresso\web\action\JavascriptEvaluation.java,androidx.test.espresso.web.action.JavascriptEvaluation$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\web\java\androidx\test\espresso\web\action\JavascriptEvaluation.java,androidx.test.espresso.web.action.JavascriptEvaluation$Anonymous2,anonymous,2,2,0,2,2,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,-1,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\javatests\androidx\test\espresso\action\ClickOnScaledViewIntegrationTest.java,androidx.test.espresso.action.ClickOnScaledViewIntegrationTest,class,12,12,0,12,3,1,0,4,3,1.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,9,12,0,0,0,0,0,0,3,1,0,1,0,0,0,0,22,1,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\monitor\java\androidx\test\runner\intent\IntentStubberRegistry.java,androidx.test.runner.intent.IntentStubberRegistry,class,3,7,4,3,8,1,0,9,5,0.5,0.0,0.0,6,5,4,2,0,0,4,0,0,1,2,2,0,2,0,0,0,0,5,26,2,0,2,0,0,6,0,3,2,2,0,0,0,0,74,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\rules\javatests\androidx\test\rule\DisableOnAndroidDebugTest.java,androidx.test.rule.DisableOnAndroidDebugTest$FailOnExecution,innerclass,4,4,0,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9,10,0
C:\Users\Emanuel\Desktop\android_test\android-test\espresso\core\java\androidx\test\espresso\base\NoopIdleNotificationCallbackIdleNotifierProvider.java,androidx.test.espresso.base.NoopIdleNotificationCallbackIdleNotifierProvider$NoopIdleNotificationCallbackIdleNotifier,innerclass,2,2,0,2,3,1,0,1,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,0
C:\Users\Emanuel\Desktop\android_test\android-test\runner\android_junit_runner\javatests\androidx\test\internal\runner\junit4\AndroidAnnotatedBuilderTest.java,androidx.test.internal.runner.junit4.AndroidAnnotatedBuilderTest$RunWithJUnit4Class,innerclass,2,2,0,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\filter\Filters.java,com.google.android.apps.common.testing.suite.filter.Filters$TestFilter,innerclass,9,9,0,9,10,1,0,20,0,0.4,0.0,0.0,5,0,2,1,0,2,4,0,0,0,2,0,0,2,0,0,2,0,18,46,5,2,0,0,0,4,0,8,0,6,2,0,0,1,43,9,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\broker\shell\Consumers.java,com.google.android.apps.common.testing.broker.shell.Consumers$FutureConsumption,innerclass,3,3,0,3,9,1,0,5,0,0.25,0.0,0.0,4,0,3,0,1,0,4,1,0,0,1,0,0,1,0,0,0,0,1,38,0,0,0,1,0,2,0,5,0,5,3,0,0,0,54,1034,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\dex\DumpUtils.java,com.google.android.apps.common.testing.suite.dex.DumpUtils,class,35,40,5,35,26,3,0,96,41,0.9,0.0,0.0,10,9,2,8,0,0,2,0,2,0,10,10,0,10,0,0,10,0,36,359,13,6,3,0,0,44,2,36,1,32,3,12,6,0,249,17,0
C:\Users\Emanuel\Desktop\android_test\android-test\tools\device_broker\java\com\google\android\apps\common\testing\suite\filter\ApiLevelFilter.java,com.google.android.apps.common.testing.suite.filter.ApiLevelFilter,class,8,9,1,8,2,1,0,11,0,0.5,NaN,NaN,1,0,1,0,0,0,1,0,0,0,4,4,0,4,0,0,4,0,9,69,1,0,0,1,0,7,0,7,0,7,1,0,1,0,75,0,0
